Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,48.94499969482422,49.875,48.625,49.837501525878906,49.310482025146484,35561600
2018-01-03,51.025001525878906,53.42499923706055,50.9375,53.11750030517578,52.5557975769043,91470400
2018-01-04,53.939998626708984,54.51250076293945,53.17250061035156,53.397499084472656,52.83282470703125,58326800
2018-01-05,53.54750061035156,54.227500915527344,52.77000045776367,53.849998474121094,53.28054428100586,58012400
2018-01-08,55.099998474121094,56.25,54.64500045776367,55.5,54.91309356689453,88121600
2018-01-09,55.55500030517578,55.95500183105469,54.65999984741211,55.48500061035156,54.89824295043945,49700000
2018-01-10,54.54999923706055,55.95500183105469,54.0,55.91999816894531,55.328651428222656,58266400
2018-01-11,56.25,56.567501068115234,55.8025016784668,56.02000045776367,55.4276008605957,40603200
2018-01-12,55.900001525878906,56.247501373291016,55.334999084472656,55.744998931884766,55.15549850463867,35991600
2018-01-16,56.01250076293945,56.877498626708984,54.17250061035156,55.02750015258789,54.445594787597656,70234800
2018-01-17,55.17499923706055,56.279998779296875,54.224998474121094,56.18000030517578,55.58590316772461,53840800
2018-01-18,55.98500061035156,56.65999984741211,55.66999816894531,56.11000061035156,55.51665115356445,40863200
2018-01-19,57.022499084472656,57.772499084472656,56.75,57.52750015258789,56.919158935546875,60938000
2018-01-22,57.60749816894531,58.439998626708984,57.025001525878906,58.42250061035156,57.8046875,55094400
2018-01-23,58.962501525878906,59.95750045776367,58.775001525878906,59.727500915527344,59.09588623046875,47522800
2018-01-24,59.7599983215332,60.122501373291016,58.38750076293945,58.95000076293945,58.32661437988281,57997200
2018-01-25,59.5,59.9375,58.9375,59.087501525878906,58.46266174316406,40988400
2018-01-26,59.529998779296875,60.834999084472656,59.400001525878906,60.83250045776367,60.189205169677734,51635600
2018-01-29,60.685001373291016,62.02750015258789,60.15250015258789,61.712501525878906,61.05989456176758,45511600
2018-01-30,60.27750015258789,61.60499954223633,59.602500915527344,60.68000030517578,60.03832244873047,57083200
